RUN	testDataset	testdataset	1679619143273	 	3.9.2
USER	Obtener datos	START	1679619145882
USER	Borrar datos	START	1679619145885
USER	Obtener datos	START	1679619145886
USER	Crear datos	START	1679619145886
USER	Actualizar datos	START	1679619145895
USER	Borrar datos	START	1679619145943
USER	Obtener datos	START	1679619145949
USER	Crear datos	START	1679619145960
USER	Obtener datos	START	1679619146053
USER	Obtener datos	START	1679619146143
USER	Borrar datos	START	1679619146164
REQUEST		Select	1679619145875	1679619146133	OK	 
REQUEST		Update	1679619145892	1679619146124	OK	 
REQUEST		Select	1679619145876	1679619146108	OK	 
USER	Obtener datos	END	1679619146212
USER	Actualizar datos	END	1679619146212
USER	Obtener datos	END	1679619146221
USER	Crear datos	START	1679619146235
USER	Actualizar datos	START	1679619146242
USER	Obtener datos	START	1679619146242
REQUEST		Delete	1679619145880	1679619146268	OK	 
USER	Borrar datos	END	1679619146274
REQUEST		Create	1679619145876	1679619146334	OK	 
USER	Crear datos	END	1679619146335
USER	Borrar datos	START	1679619146337
USER	Crear datos	START	1679619146349
USER	Obtener datos	START	1679619146358
REQUEST		Select	1679619145946	1679619146380	OK	 
USER	Obtener datos	END	1679619146382
USER	Obtener datos	START	1679619146455
REQUEST		Create	1679619145947	1679619146472	OK	 
USER	Crear datos	END	1679619146474
REQUEST		Select	1679619146048	1679619146485	OK	 
USER	Obtener datos	END	1679619146486
USER	Borrar datos	START	1679619146537
USER	Crear datos	START	1679619146550
USER	Obtener datos	START	1679619146555
REQUEST		Delete	1679619145938	1679619146593	OK	 
USER	Borrar datos	END	1679619146595
REQUEST		Select	1679619146241	1679619146623	OK	 
USER	Obtener datos	END	1679619146625
REQUEST		Select	1679619146135	1679619146626	OK	 
USER	Obtener datos	END	1679619146627
USER	Obtener datos	START	1679619146639
REQUEST		Update	1679619146240	1679619146662	OK	 
USER	Actualizar datos	END	1679619146663
REQUEST		Select	1679619146356	1679619146665	OK	 
USER	Obtener datos	END	1679619146667
REQUEST		Select	1679619146454	1679619146679	OK	 
USER	Obtener datos	END	1679619146680
USER	Actualizar datos	START	1679619146734
USER	Obtener datos	START	1679619146737
USER	Borrar datos	START	1679619146748
USER	Crear datos	START	1679619146748
REQUEST		Select	1679619146552	1679619146782	OK	 
USER	Obtener datos	END	1679619146785
REQUEST		Select	1679619146637	1679619146804	OK	 
USER	Obtener datos	END	1679619146805
REQUEST		Create	1679619146346	1679619146814	OK	 
USER	Crear datos	END	1679619146818
USER	Obtener datos	START	1679619146839
REQUEST		Create	1679619146227	1679619146887	OK	 
REQUEST		Delete	1679619146150	1679619146887	OK	 
REQUEST		Create	1679619146547	1679619146887	OK	 
REQUEST		Delete	1679619146535	1679619146887	OK	 
REQUEST		Delete	1679619146335	1679619146890	OK	 
USER	Crear datos	END	1679619146891
USER	Borrar datos	END	1679619146891
USER	Crear datos	END	1679619146892
USER	Borrar datos	END	1679619146892
USER	Borrar datos	END	1679619146892
REQUEST		Select	1679619146736	1679619146926	OK	 
USER	Obtener datos	END	1679619146927
USER	Obtener datos	START	1679619146940
USER	Borrar datos	START	1679619146946
USER	Crear datos	START	1679619146958
REQUEST		Update	1679619146733	1679619146977	OK	 
REQUEST		Select	1679619146837	1679619146978	OK	 
USER	Actualizar datos	END	1679619146979
USER	Obtener datos	END	1679619146980
REQUEST		Create	1679619146745	1679619147029	OK	 
USER	Crear datos	END	1679619147031
REQUEST		Delete	1679619146745	1679619147032	OK	 
USER	Borrar datos	END	1679619147036
USER	Obtener datos	START	1679619147040
REQUEST		Select	1679619146936	1679619147071	OK	 
USER	Obtener datos	END	1679619147072
REQUEST		Delete	1679619146944	1679619147113	OK	 
USER	Borrar datos	END	1679619147117
USER	Obtener datos	START	1679619147140
USER	Borrar datos	START	1679619147142
USER	Crear datos	START	1679619147152
REQUEST		Create	1679619146956	1679619147157	OK	 
USER	Crear datos	END	1679619147163
REQUEST		Select	1679619147038	1679619147191	OK	 
USER	Obtener datos	END	1679619147195
USER	Actualizar datos	START	1679619147243
USER	Obtener datos	START	1679619147246
REQUEST		Select	1679619147138	1679619147303	OK	 
USER	Obtener datos	END	1679619147313
USER	Borrar datos	START	1679619147344
USER	Obtener datos	START	1679619147346
USER	Crear datos	START	1679619147353
USER	Obtener datos	START	1679619147443
REQUEST		Delete	1679619147138	1679619147456	OK	 
USER	Borrar datos	END	1679619147459
REQUEST		Select	1679619147244	1679619147481	OK	 
USER	Obtener datos	END	1679619147482
REQUEST		Create	1679619147150	1679619147528	OK	 
USER	Crear datos	END	1679619147533
USER	Borrar datos	START	1679619147541
USER	Obtener datos	START	1679619147547
USER	Crear datos	START	1679619147553
REQUEST		Update	1679619147235	1679619147564	OK	 
USER	Actualizar datos	END	1679619147570
USER	Obtener datos	START	1679619147642
REQUEST		Create	1679619147350	1679619147657	OK	 
REQUEST		Select	1679619147345	1679619147659	OK	 
REQUEST		Select	1679619147439	1679619147660	OK	 
USER	Crear datos	END	1679619147661
USER	Obtener datos	END	1679619147661
USER	Obtener datos	END	1679619147662
REQUEST		Delete	1679619147342	1679619147677	OK	 
USER	Borrar datos	END	1679619147678
REQUEST		Select	1679619147543	1679619147725	OK	 
USER	Obtener datos	END	1679619147729
USER	Actualizar datos	START	1679619147744
USER	Obtener datos	START	1679619147745
REQUEST		Delete	1679619147539	1679619147747	OK	 
USER	Borrar datos	END	1679619147753
USER	Borrar datos	START	1679619147755
USER	Crear datos	START	1679619147756
REQUEST		Create	1679619147551	1679619147825	OK	 
USER	Crear datos	END	1679619147828
USER	Obtener datos	START	1679619147836
REQUEST		Select	1679619147638	1679619147837	OK	 
USER	Obtener datos	END	1679619147838
USER	Borrar datos	START	1679619147933
USER	Crear datos	START	1679619147934
REQUEST		Select	1679619147740	1679619147939	OK	 
USER	Obtener datos	END	1679619147941
USER	Obtener datos	START	1679619147943
REQUEST		Select	1679619147835	1679619147959	OK	 
USER	Obtener datos	END	1679619147960
REQUEST		Delete	1679619147754	1679619147990	OK	 
USER	Borrar datos	END	1679619147992
REQUEST		Update	1679619147735	1679619148001	OK	 
USER	Actualizar datos	END	1679619148002
